is_about,is_quality_measurement_of,has_specified_numeric_value,has_measurement_unit_label
44756_Q5,F Median,21.0,MPa
44756_Q6,F Median,20.2,MPa
44756_Q7,F Median,20.2,MPa
44756_Q8,F Median,19.6,MPa
44756_Q1,E_dash_0_degree_celcius,15.98,MPa
44756_Q2,E_dash_0_degree_celcius,20.04,MPa
44756_Q3,E_dash_0_degree_celcius,24.08,MPa
44756_Q4,E_dash_0_degree_celcius,21.4,MPa
44756_Q5,E_dash_0_degree_celcius,20.45,MPa
44756_Q6,E_dash_0_degree_celcius,19.33,MPa
44756_Q7,E_dash_0_degree_celcius,23.38,MPa
44756_Q8,E_dash_0_degree_celcius,22.3,MPa
44756_Q1,E_double_dash_0_degree_celcius,5.35,MPa
44756_Q2,E_double_dash_0_degree_celcius,6.98,MPa
44756_Q3,E_double_dash_0_degree_celcius,8.65,MPa
44756_Q4,E_double_dash_0_degree_celcius,7.07,MPa
44756_Q5,E_double_dash_0_degree_celcius,7.02,MPa
44756_Q6,E_double_dash_0_degree_celcius,6.75,MPa
44756_Q7,E_double_dash_0_degree_celcius,8.41,MPa
44756_Q8,E_double_dash_0_degree_celcius,7.13,MPa
44756_Q1,E_dash_23_degree_celcius,8.99,MPa
44756_Q2,E_dash_23_degree_celcius,10.59,MPa
44756_Q3,E_dash_23_degree_celcius,12.52,MPa
44756_Q4,E_dash_23_degree_celcius,11.57,MPa
44756_Q5,E_dash_23_degree_celcius,11.08,MPa
44756_Q6,E_dash_23_degree_celcius,10.36,MPa
44756_Q7,E_dash_23_degree_celcius,12.19,MPa
44756_Q8,E_dash_23_degree_celcius,12.28,MPa
44756_Q1,E_double_dash_23_degree_celcius,1.37,MPa
44756_Q2,E_double_dash_23_degree_celcius,1.67,MPa
44756_Q3,E_double_dash_23_degree_celcius,2.12,MPa
44756_Q4,E_double_dash_23_degree_celcius,1.85,MPa
44756_Q5,E_double_dash_23_degree_celcius,1.79,MPa
44756_Q6,E_double_dash_23_degree_celcius,1.6,MPa
44756_Q7,E_double_dash_23_degree_celcius,2.05,MPa
44756_Q8,E_double_dash_23_degree_celcius,2.03,MPa
44756_Q1,E_dash_60_degree_celcius,6.17,MPa
44756_Q2,E_dash_60_degree_celcius,6.94,MPa
44756_Q3,E_dash_60_degree_celcius,7.87,MPa
44756_Q4,E_dash_60_degree_celcius,7.41,MPa
44756_Q5,E_dash_60_degree_celcius,7.11,MPa
44756_Q6,E_dash_60_degree_celcius,6.77,MPa
44756_Q7,E_dash_60_degree_celcius,7.62,MPa
44756_Q8,E_dash_60_degree_celcius,7.73,MPa
44756_Q1,E_double_dash_60_degree_celcius,0.49,MPa
44756_Q2,E_double_dash_60_degree_celcius,0.52,MPa
44756_Q3,E_double_dash_60_degree_celcius,0.63,MPa
44756_Q4,E_double_dash_60_degree_celcius,0.59,MPa
44756_Q5,E_double_dash_60_degree_celcius,0.56,MPa
44756_Q6,E_double_dash_60_degree_celcius,0.48,MPa
44756_Q7,E_double_dash_60_degree_celcius,0.59,MPa
44756_Q8,E_double_dash_60_degree_celcius,0.68,MPa
44756_Q1,tand d max,0.726,
44756_Q2,tand d max,0.655,
44756_Q3,tand d max,0.649,
44756_Q4,tand d max,0.651,
44756_Q5,tand d max,0.671,
44756_Q6,tand d max,0.664,
44756_Q7,tand d max,0.653,
44756_Q8,tand d max,0.657,
44756_Q1,Temperatur tan d max,-22.2,[°C]
44756_Q2,Temperatur tan d max,-20.2,[°C]
44756_Q3,Temperatur tan d max,-20.3,[°C]
44756_Q4,Temperatur tan d max,-21.2,[°C]
44756_Q5,Temperatur tan d max,-21.3,[°C]
44756_Q6,Temperatur tan d max,-20.3,[°C]
44756_Q7,Temperatur tan d max,-19.3,[°C]
44756_Q8,Temperatur tan d max,-22.3,[°C]
44756_Q1,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.46,MPa
44756_Q2,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.49,MPa
44756_Q3,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.66,MPa
44756_Q4,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.67,MPa
44756_Q5,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.58,MPa
44756_Q6,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.61,MPa
44756_Q7,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.34,MPa
44756_Q8,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.43,MPa
44756_Q1,ElasticModulus_G_dash_15_percent_1_Messung,1.28,MPa
44756_Q2,ElasticModulus_G_dash_15_percent_1_Messung,1.3,MPa
44756_Q3,ElasticModulus_G_dash_15_percent_1_Messung,1.32,MPa
44756_Q4,ElasticModulus_G_dash_15_percent_1_Messung,1.32,MPa
44756_Q5,ElasticModulus_G_dash_15_percent_1_Messung,1.3,MPa
44756_Q6,ElasticModulus_G_dash_15_percent_1_Messung,1.32,MPa
44756_Q7,ElasticModulus_G_dash_15_percent_1_Messung,1.23,MPa
44756_Q8,ElasticModulus_G_dash_15_percent_1_Messung,1.25,MPa
44756_Q1,tan_d_7_percent_1_Messung,0.156,
44756_Q2,tan_d_7_percent_1_Messung,0.151,
44756_Q3,tan_d_7_percent_1_Messung,0.15,
44756_Q4,tan_d_7_percent_1_Messung,0.154,
44756_Q5,tan_d_7_percent_1_Messung,0.154,
44756_Q6,tan_d_7_percent_1_Messung,0.153,
44756_Q7,tan_d_7_percent_1_Messung,0.152,
44756_Q8,tan_d_7_percent_1_Messung,0.158,
44756_Q1,LossModulus_Gdouble_dash(max),0.27,MPa
44756_Q2,LossModulus_Gdouble_dash(max),0.27,MPa
44756_Q3,LossModulus_Gdouble_dash(max),0.28,MPa
44756_Q4,LossModulus_Gdouble_dash(max),0.29,MPa
44756_Q5,LossModulus_Gdouble_dash(max),0.28,MPa
44756_Q6,LossModulus_Gdouble_dash(max),0.28,MPa
44756_Q7,LossModulus_Gdouble_dash(max),0.25,MPa
44756_Q8,LossModulus_Gdouble_dash(max),0.27,MPa
44758_Q1,ML 1+1,72.93,ME
44758_Q2,ML 1+1,76.39,ME
44758_Q3,ML 1+1,92.31,ME
44758_Q4,ML 1+1,89.65,ME
44758_Q5,ML 1+1,88.94,ME
44758_Q6,ML 1+1,96.58,ME
44758_Q7,ML 1+1,76.92,ME
44758_Q8,ML 1+1,72.18,ME
44758_Q1,ML 1+4,63.25,ME
44758_Q2,ML 1+4,67.49,ME
44758_Q3,ML 1+4,82.49,ME
44758_Q4,ML 1+4,80.09,ME
44758_Q5,ML 1+4,80.04,ME
44758_Q6,ML 1+4,85.75,ME
44758_Q7,ML 1+4,68.3,ME
44758_Q8,ML 1+4,63.09,ME
44758_Q1,MSR,0.464,log(ME)/log(s)
44758_Q2,MSR,0.474,log(ME)/log(s)
44758_Q3,MSR,0.41,log(ME)/log(s)
44758_Q4,MSR,0.419,log(ME)/log(s)
44758_Q5,MSR,0.413,log(ME)/log(s)
44758_Q6,MSR,0.396,log(ME)/log(s)
44758_Q7,MSR,0.482,log(ME)/log(s)
44758_Q8,MSR,0.469,log(ME)/log(s)
44758_Q1,Umsatzzeit 90percent,859.2,[sec]
44758_Q2,Umsatzzeit 90percent,970.2,[sec]
44758_Q3,Umsatzzeit 90percent,943.14,[sec]
44758_Q4,Umsatzzeit 90percent,972.3,[sec]
44758_Q5,Umsatzzeit 90percent,857.76,[sec]
44758_Q6,Umsatzzeit 90percent,1087.44,[sec]
44758_Q7,Umsatzzeit 90percent,1121.34,[sec]
44758_Q8,Umsatzzeit 90percent,964.86,[sec]
44758_Q1,S_dash bei 90percent Umsatz,17.71,dNm
44758_Q2,S_dash bei 90percent Umsatz,17.05,dNm
44758_Q3,S_dash bei 90percent Umsatz,17.14,dNm
44758_Q4,S_dash bei 90percent Umsatz,16.85,dNm
44758_Q5,S_dash bei 90percent Umsatz,17.19,dNm
44758_Q6,S_dash bei 90percent Umsatz,17.26,dNm
44758_Q7,S_dash bei 90percent Umsatz,16.37,dNm
44758_Q8,S_dash bei 90percent Umsatz,17.3,dNm
44758_Q1,Hardness_mean_value,64.5,Shore A
44758_Q2,Hardness_mean_value,65.43,Shore A
44758_Q3,Hardness_mean_value,64.3,Shore A
44758_Q4,Hardness_mean_value,63.73,Shore A
44758_Q5,Hardness_mean_value,63.63,Shore A
44758_Q6,Hardness_mean_value,66.6,Shore A
44758_Q7,Hardness_mean_value,65.2,Shore A
44758_Q8,Hardness_mean_value,65.13,Shore A
44758_Q1,Rebound_mean_value_1,36.13,percent
44758_Q2,Rebound_mean_value_1,36.2,percent
44758_Q3,Rebound_mean_value_1,35.6,percent
44758_Q4,Rebound_mean_value_1,36.27,percent
44758_Q5,Rebound_mean_value_1,36.8,percent
44758_Q6,Rebound_mean_value_1,36.4,percent
44758_Q7,Rebound_mean_value_1,36.0,percent
44758_Q8,Rebound_mean_value_1,36.0,percent
44758_Q1,Rebound_mean_value_2,60.0,percent
44758_Q2,Rebound_mean_value_2,60.0,percent
44758_Q3,Rebound_mean_value_2,62.5,percent
44758_Q4,Rebound_mean_value_2,60.5,percent
44758_Q5,Rebound_mean_value_2,62.0,percent
44758_Q6,Rebound_mean_value_2,62.0,percent
44758_Q7,Rebound_mean_value_2,60.5,percent
44758_Q8,Rebound_mean_value_2,56.5,percent
44758_Q1,Rebound_mean_value_3,62.5,percent
44758_Q2,Rebound_mean_value_3,63.5,percent
44758_Q3,Rebound_mean_value_3,65.5,percent
44758_Q4,Rebound_mean_value_3,65.0,percent
44758_Q5,Rebound_mean_value_3,66.5,percent
44758_Q6,Rebound_mean_value_3,66.5,percent
44758_Q7,Rebound_mean_value_3,62.5,percent
44758_Q8,Rebound_mean_value_3,62.5,percent
44758_Q1,S50,1.5,MPa
44758_Q2,S50,1.5,MPa
44758_Q3,S50,1.5,MPa
44758_Q4,S50,1.5,MPa
44758_Q5,S50,1.5,MPa
44758_Q6,S50,1.7,MPa
44758_Q7,S50,1.7,MPa
44758_Q8,S50,1.6,MPa
44758_Q1,S100,2.8,MPa
44758_Q2,S100,2.8,MPa
44758_Q3,S100,2.6,MPa
44758_Q4,S100,2.7,MPa
44758_Q5,S100,2.7,MPa
44758_Q6,S100,3.3,MPa
44758_Q7,S100,2.9,MPa
44758_Q8,S100,2.7,MPa
44758_Q1,S300,15.0,MPa
44758_Q2,S300,15.1,MPa
44758_Q3,S300,14.7,MPa
44758_Q4,S300,14.8,MPa
44758_Q5,S300,14.8,MPa
44758_Q6,S300,18.7,MPa
44758_Q7,S300,14.7,MPa
44758_Q8,S300,13.9,MPa
44758_Q1,D Median,386.0,percent
44758_Q2,D Median,357.0,percent
44758_Q3,D Median,372.0,percent
44758_Q4,D Median,370.0,percent
44758_Q5,D Median,355.0,percent
44758_Q6,D Median,327.0,percent
44758_Q7,D Median,349.0,percent
44758_Q8,D Median,382.0,percent
44758_Q1,F Median,20.8,MPa
44758_Q2,F Median,19.4,MPa
44758_Q3,F Median,20.2,MPa
44758_Q4,F Median,19.7,MPa
44758_Q5,F Median,18.6,MPa
44758_Q6,F Median,20.6,MPa
44758_Q7,F Median,18.1,MPa
44758_Q8,F Median,19.5,MPa
44758_Q1,E_dash_0_degree_celcius,37.49,MPa
44758_Q2,E_dash_0_degree_celcius,40.59,MPa
44758_Q3,E_dash_0_degree_celcius,31.35,MPa
44758_Q4,E_dash_0_degree_celcius,31.96,MPa
44758_Q5,E_dash_0_degree_celcius,35.38,MPa
44758_Q6,E_dash_0_degree_celcius,36.8,MPa
44758_Q7,E_dash_0_degree_celcius,42.55,MPa
44758_Q8,E_dash_0_degree_celcius,34.46,MPa
44758_Q1,E_double_dash_0_degree_celcius,10.33,MPa
44758_Q2,E_double_dash_0_degree_celcius,11.38,MPa
44758_Q3,E_double_dash_0_degree_celcius,10.52,MPa
44758_Q4,E_double_dash_0_degree_celcius,9.84,MPa
44758_Q5,E_double_dash_0_degree_celcius,10.79,MPa
44758_Q6,E_double_dash_0_degree_celcius,11.78,MPa
44758_Q7,E_double_dash_0_degree_celcius,12.14,MPa
44758_Q8,E_double_dash_0_degree_celcius,9.94,MPa
44758_Q1,E_dash_23_degree_celcius,20.97,MPa
44758_Q2,E_dash_23_degree_celcius,22.56,MPa
44758_Q3,E_dash_23_degree_celcius,16.71,MPa
44758_Q4,E_dash_23_degree_celcius,17.3,MPa
44758_Q5,E_dash_23_degree_celcius,18.99,MPa
44758_Q6,E_dash_23_degree_celcius,19.49,MPa
44758_Q7,E_dash_23_degree_celcius,23.7,MPa
44758_Q8,E_dash_23_degree_celcius,19.25,MPa
44758_Q1,E_double_dash_23_degree_celcius,3.61,MPa
44758_Q2,E_double_dash_23_degree_celcius,3.77,MPa
44758_Q3,E_double_dash_23_degree_celcius,2.98,MPa
44758_Q4,E_double_dash_23_degree_celcius,2.87,MPa
44758_Q5,E_double_dash_23_degree_celcius,3.37,MPa
44758_Q6,E_double_dash_23_degree_celcius,3.2,MPa
44758_Q7,E_double_dash_23_degree_celcius,4.11,MPa
44758_Q8,E_double_dash_23_degree_celcius,3.33,MPa
44758_Q1,E_dash_60_degree_celcius,12.6,MPa
44758_Q2,E_dash_60_degree_celcius,13.55,MPa
44758_Q3,E_dash_60_degree_celcius,9.94,MPa
44758_Q4,E_dash_60_degree_celcius,10.64,MPa
44758_Q5,E_dash_60_degree_celcius,11.24,MPa
44758_Q6,E_dash_60_degree_celcius,11.87,MPa
44758_Q7,E_dash_60_degree_celcius,13.91,MPa
44758_Q8,E_dash_60_degree_celcius,11.74,MPa
44758_Q1,E_double_dash_60_degree_celcius,1.37,MPa
44758_Q2,E_double_dash_60_degree_celcius,1.34,MPa
44758_Q3,E_double_dash_60_degree_celcius,0.94,MPa
44758_Q4,E_double_dash_60_degree_celcius,0.86,MPa
44758_Q5,E_double_dash_60_degree_celcius,1.15,MPa
44758_Q6,E_double_dash_60_degree_celcius,0.99,MPa
44758_Q7,E_double_dash_60_degree_celcius,1.48,MPa
44758_Q8,E_double_dash_60_degree_celcius,1.2,MPa
44758_Q1,tand d max,0.563,
44758_Q2,tand d max,0.542,
44758_Q3,tand d max,0.592,
44758_Q4,tand d max,0.571,
44758_Q5,tand d max,0.56,
44758_Q6,tand d max,0.575,
44758_Q7,tand d max,0.544,
44758_Q8,tand d max,0.58,
44758_Q1,Temperatur tan d max,-24.3,[°C]
44758_Q2,Temperatur tan d max,-22.3,[°C]
44758_Q3,Temperatur tan d max,-19.3,[°C]
44758_Q4,Temperatur tan d max,-20.2,[°C]
44758_Q5,Temperatur tan d max,-21.2,[°C]
44758_Q6,Temperatur tan d max,-19.2,[°C]
44758_Q7,Temperatur tan d max,-22.3,[°C]
44758_Q8,Temperatur tan d max,-23.2,[°C]
44758_Q1,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,3.4,MPa
44758_Q2,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,3.29,MPa
44758_Q3,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,3.26,MPa
44758_Q4,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.92,MPa
44758_Q5,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.95,MPa
44758_Q6,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,3.27,MPa
44758_Q7,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.92,MPa
44758_Q8,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,3.47,MPa
44758_Q1,ElasticModulus_G_dash_15_percent_1_Messung,1.44,MPa
44758_Q2,ElasticModulus_G_dash_15_percent_1_Messung,1.46,MPa
44758_Q3,ElasticModulus_G_dash_15_percent_1_Messung,1.45,MPa
44758_Q4,ElasticModulus_G_dash_15_percent_1_Messung,1.36,MPa
44758_Q5,ElasticModulus_G_dash_15_percent_1_Messung,1.4,MPa
44758_Q6,ElasticModulus_G_dash_15_percent_1_Messung,1.46,MPa
44758_Q7,ElasticModulus_G_dash_15_percent_1_Messung,1.34,MPa
44758_Q8,ElasticModulus_G_dash_15_percent_1_Messung,1.44,MPa
44758_Q1,tan_d_7_percent_1_Messung,0.169,
44758_Q2,tan_d_7_percent_1_Messung,0.164,
44758_Q3,tan_d_7_percent_1_Messung,0.152,
44758_Q4,tan_d_7_percent_1_Messung,0.151,
44758_Q5,tan_d_7_percent_1_Messung,0.153,
44758_Q6,tan_d_7_percent_1_Messung,0.159,
44758_Q7,tan_d_7_percent_1_Messung,0.16,
44758_Q8,tan_d_7_percent_1_Messung,0.174,
44758_Q1,LossModulus_Gdouble_dash(max),0.38,MPa
44758_Q2,LossModulus_Gdouble_dash(max),0.36,MPa
44758_Q3,LossModulus_Gdouble_dash(max),0.34,MPa
44758_Q4,LossModulus_Gdouble_dash(max),0.3,MPa
44758_Q5,LossModulus_Gdouble_dash(max),0.32,MPa
44758_Q6,LossModulus_Gdouble_dash(max),0.37,MPa
44758_Q7,LossModulus_Gdouble_dash(max),0.32,MPa
44758_Q8,LossModulus_Gdouble_dash(max),0.42,MPa
44760_Q1,ML 1+1,90.53,ME
44760_Q2,ML 1+1,84.97,ME
44760_Q3,ML 1+1,88.13,ME
44760_Q4,ML 1+1,73.84,ME
44760_Q5,ML 1+1,73.73,ME
44760_Q6,ML 1+1,87.97,ME
44760_Q7,ML 1+1,86.25,ME
44760_Q8,ML 1+1,91.02,ME
44760_Q1,ML 1+4,73.3,ME
44760_Q2,ML 1+4,75.38,ME
44760_Q3,ML 1+4,73.57,ME
44760_Q4,ML 1+4,65.39,ME
44760_Q5,ML 1+4,65.42,ME
44760_Q6,ML 1+4,73.49,ME
44760_Q7,ML 1+4,77.24,ME
44760_Q8,ML 1+4,75.08,ME
44760_Q1,MSR,0.389,log(ME)/log(s)
44760_Q2,MSR,0.43,log(ME)/log(s)
44760_Q3,MSR,0.391,log(ME)/log(s)
44760_Q4,MSR,0.479,log(ME)/log(s)
44760_Q5,MSR,0.476,log(ME)/log(s)
44760_Q6,MSR,0.383,log(ME)/log(s)
44760_Q7,MSR,0.421,log(ME)/log(s)
44760_Q8,MSR,0.379,log(ME)/log(s)
44760_Q1,Umsatzzeit 90percent,753.33,[sec]
44760_Q2,Umsatzzeit 90percent,931.11,[sec]
44760_Q3,Umsatzzeit 90percent,850.5,[sec]
44760_Q4,Umsatzzeit 90percent,935.16,[sec]
44760_Q5,Umsatzzeit 90percent,946.62,[sec]
44760_Q6,Umsatzzeit 90percent,880.5,[sec]
44760_Q7,Umsatzzeit 90percent,917.1,[sec]
44760_Q8,Umsatzzeit 90percent,824.28,[sec]
44760_Q1,S_dash bei 90percent Umsatz,16.2,dNm
44760_Q2,S_dash bei 90percent Umsatz,16.01,dNm
44760_Q3,S_dash bei 90percent Umsatz,16.18,dNm
44760_Q4,S_dash bei 90percent Umsatz,15.63,dNm
44760_Q5,S_dash bei 90percent Umsatz,15.68,dNm
44760_Q6,S_dash bei 90percent Umsatz,16.11,dNm
44760_Q7,S_dash bei 90percent Umsatz,16.31,dNm
44760_Q8,S_dash bei 90percent Umsatz,16.28,dNm
44760_Q1,Hardness_mean_value,61.63,Shore A
44760_Q2,Hardness_mean_value,60.6,Shore A
44760_Q3,Hardness_mean_value,62.67,Shore A
44760_Q4,Hardness_mean_value,61.57,Shore A
44760_Q5,Hardness_mean_value,62.23,Shore A
44760_Q6,Hardness_mean_value,61.77,Shore A
44760_Q7,Hardness_mean_value,62.57,Shore A
44760_Q8,Hardness_mean_value,63.13,Shore A
44760_Q1,Rebound_mean_value_1,37.53,percent
44760_Q2,Rebound_mean_value_1,38.87,percent
44760_Q3,Rebound_mean_value_1,38.0,percent
44760_Q4,Rebound_mean_value_1,38.53,percent
44760_Q5,Rebound_mean_value_1,39.0,percent
44760_Q6,Rebound_mean_value_1,38.0,percent
44760_Q7,Rebound_mean_value_1,38.93,percent
44760_Q8,Rebound_mean_value_1,37.13,percent
44760_Q1,Rebound_mean_value_2,63.5,percent
44760_Q2,Rebound_mean_value_2,63.5,percent
44760_Q3,Rebound_mean_value_2,61.5,percent
44760_Q4,Rebound_mean_value_2,63.0,percent
44760_Q5,Rebound_mean_value_2,63.5,percent
44760_Q6,Rebound_mean_value_2,61.5,percent
44760_Q7,Rebound_mean_value_2,64.5,percent
44760_Q8,Rebound_mean_value_2,62.5,percent
44760_Q1,Rebound_mean_value_3,65.5,percent
44760_Q2,Rebound_mean_value_3,67.5,percent
44760_Q3,Rebound_mean_value_3,64.5,percent
44760_Q4,Rebound_mean_value_3,66.0,percent
44760_Q5,Rebound_mean_value_3,66.5,percent
44760_Q6,Rebound_mean_value_3,66.0,percent
44760_Q7,Rebound_mean_value_3,66.5,percent
44760_Q8,Rebound_mean_value_3,66.5,percent
44760_Q1,S50,1.3,MPa
44760_Q2,S50,1.4,MPa
44760_Q3,S50,1.3,MPa
44760_Q4,S50,1.4,MPa
44760_Q5,S50,1.4,MPa
44760_Q6,S50,1.3,MPa
44760_Q7,S50,1.4,MPa
44760_Q8,S50,1.3,MPa
44760_Q1,S100,2.4,MPa
44760_Q2,S100,2.5,MPa
44760_Q3,S100,2.4,MPa
44760_Q4,S100,2.6,MPa
44760_Q5,S100,2.4,MPa
44760_Q6,S100,2.4,MPa
44760_Q7,S100,2.5,MPa
44760_Q8,S100,2.5,MPa
44760_Q1,S300,15.1,MPa
44760_Q2,S300,14.5,MPa
44760_Q3,S300,15.4,MPa
44760_Q4,S300,15.0,MPa
44760_Q5,S300,13.8,MPa
44760_Q6,S300,15.0,MPa
44760_Q7,S300,15.1,MPa
44760_Q8,S300,16.3,MPa
44760_Q1,D Median,381.0,percent
44760_Q2,D Median,383.0,percent
44760_Q3,D Median,362.0,percent
44760_Q4,D Median,396.0,percent
44760_Q5,D Median,353.0,percent
44760_Q6,D Median,377.0,percent
44760_Q7,D Median,382.0,percent
44760_Q8,D Median,341.0,percent
44760_Q1,F Median,21.3,MPa
44760_Q2,F Median,20.3,MPa
44760_Q3,F Median,20.3,MPa
44760_Q4,F Median,21.6,MPa
44760_Q5,F Median,17.5,MPa
44760_Q6,F Median,20.5,MPa
44760_Q7,F Median,21.0,MPa
44760_Q8,F Median,19.4,MPa
44760_Q1,E_dash_0_degree_celcius,20.84,MPa
44760_Q2,E_dash_0_degree_celcius,27.76,MPa
44760_Q3,E_dash_0_degree_celcius,21.22,MPa
44760_Q4,E_dash_0_degree_celcius,30.38,MPa
44760_Q5,E_dash_0_degree_celcius,26.89,MPa
44760_Q6,E_dash_0_degree_celcius,21.57,MPa
44760_Q7,E_dash_0_degree_celcius,21.26,MPa
44760_Q8,E_dash_0_degree_celcius,18.91,MPa
44760_Q1,E_double_dash_0_degree_celcius,7.36,MPa
44760_Q2,E_double_dash_0_degree_celcius,8.84,MPa
44760_Q3,E_double_dash_0_degree_celcius,6.89,MPa
44760_Q4,E_double_dash_0_degree_celcius,9.46,MPa
44760_Q5,E_double_dash_0_degree_celcius,8.79,MPa
44760_Q6,E_double_dash_0_degree_celcius,7.37,MPa
44760_Q7,E_double_dash_0_degree_celcius,7.38,MPa
44760_Q8,E_double_dash_0_degree_celcius,6.71,MPa
44760_Q1,E_dash_23_degree_celcius,11.11,MPa
44760_Q2,E_dash_23_degree_celcius,15.3,MPa
44760_Q3,E_dash_23_degree_celcius,11.56,MPa
44760_Q4,E_dash_23_degree_celcius,16.78,MPa
44760_Q5,E_dash_23_degree_celcius,14.87,MPa
44760_Q6,E_dash_23_degree_celcius,11.8,MPa
44760_Q7,E_dash_23_degree_celcius,11.54,MPa
44760_Q8,E_dash_23_degree_celcius,10.17,MPa
44760_Q1,E_double_dash_23_degree_celcius,1.79,MPa
44760_Q2,E_double_dash_23_degree_celcius,2.49,MPa
44760_Q3,E_double_dash_23_degree_celcius,1.82,MPa
44760_Q4,E_double_dash_23_degree_celcius,2.84,MPa
44760_Q5,E_double_dash_23_degree_celcius,2.46,MPa
44760_Q6,E_double_dash_23_degree_celcius,1.95,MPa
44760_Q7,E_double_dash_23_degree_celcius,1.9,MPa
44760_Q8,E_double_dash_23_degree_celcius,1.66,MPa
44760_Q1,E_dash_60_degree_celcius,7.04,MPa
44760_Q2,E_dash_60_degree_celcius,9.34,MPa
44760_Q3,E_dash_60_degree_celcius,7.53,MPa
44760_Q4,E_dash_60_degree_celcius,9.9,MPa
44760_Q5,E_dash_60_degree_celcius,9.05,MPa
44760_Q6,E_dash_60_degree_celcius,7.45,MPa
44760_Q7,E_dash_60_degree_celcius,7.42,MPa
44760_Q8,E_dash_60_degree_celcius,6.55,MPa
44760_Q1,E_double_dash_60_degree_celcius,0.53,MPa
44760_Q2,E_double_dash_60_degree_celcius,0.78,MPa
44760_Q3,E_double_dash_60_degree_celcius,0.61,MPa
44760_Q4,E_double_dash_60_degree_celcius,0.91,MPa
44760_Q5,E_double_dash_60_degree_celcius,0.77,MPa
44760_Q6,E_double_dash_60_degree_celcius,0.63,MPa
44760_Q7,E_double_dash_60_degree_celcius,0.59,MPa
44760_Q8,E_double_dash_60_degree_celcius,0.49,MPa
44760_Q1,tand d max,0.662,
44760_Q2,tand d max,0.615,
44760_Q3,tand d max,0.636,
44760_Q4,tand d max,0.6,
44760_Q5,tand d max,0.628,
44760_Q6,tand d max,0.664,
44760_Q7,tand d max,0.664,
44760_Q8,tand d max,0.68,
44760_Q1,Temperatur tan d max,-20.3,[°C]
44760_Q2,Temperatur tan d max,-20.3,[°C]
44760_Q3,Temperatur tan d max,-21.3,[°C]
44760_Q4,Temperatur tan d max,-21.2,[°C]
44760_Q5,Temperatur tan d max,-20.2,[°C]
44760_Q6,Temperatur tan d max,-20.3,[°C]
44760_Q7,Temperatur tan d max,-20.2,[°C]
44760_Q8,Temperatur tan d max,-20.3,[°C]
44760_Q1,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.59,MPa
44760_Q2,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.58,MPa
44760_Q3,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.53,MPa
44760_Q4,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.87,MPa
44760_Q5,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.85,MPa
44760_Q6,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.46,MPa
44760_Q7,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.72,MPa
44760_Q8,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.31,MPa
44760_Q1,ElasticModulus_G_dash_15_percent_1_Messung,1.28,MPa
44760_Q2,ElasticModulus_G_dash_15_percent_1_Messung,1.27,MPa
44760_Q3,ElasticModulus_G_dash_15_percent_1_Messung,1.29,MPa
44760_Q4,ElasticModulus_G_dash_15_percent_1_Messung,1.35,MPa
44760_Q5,ElasticModulus_G_dash_15_percent_1_Messung,1.33,MPa
44760_Q6,ElasticModulus_G_dash_15_percent_1_Messung,1.26,MPa
44760_Q7,ElasticModulus_G_dash_15_percent_1_Messung,1.32,MPa
44760_Q8,ElasticModulus_G_dash_15_percent_1_Messung,1.22,MPa
44760_Q1,tan_d_7_percent_1_Messung,0.16,
44760_Q2,tan_d_7_percent_1_Messung,0.149,
44760_Q3,tan_d_7_percent_1_Messung,0.152,
44760_Q4,tan_d_7_percent_1_Messung,0.159,
44760_Q5,tan_d_7_percent_1_Messung,0.164,
44760_Q6,tan_d_7_percent_1_Messung,0.153,
44760_Q7,tan_d_7_percent_1_Messung,0.149,
44760_Q8,tan_d_7_percent_1_Messung,0.151,
44760_Q1,LossModulus_Gdouble_dash(max),0.29,MPa
44760_Q2,LossModulus_Gdouble_dash(max),0.27,MPa
44760_Q3,LossModulus_Gdouble_dash(max),0.27,MPa
44760_Q4,LossModulus_Gdouble_dash(max),0.32,MPa
44760_Q5,LossModulus_Gdouble_dash(max),0.32,MPa
